dba_name,community_areas,census_tracts,no_of_violations,crime_count
"the crab pad, llc",23.0,549.0,5.0,14.0
the crepe shop,57.0,684.0,4.0,17.0
the croatian club,48.0,526.0,4.0,2.0
the crocodile,25.0,481.0,6.5,20.0
the cross roads bar grill,29.0,63.0,7.833333333333333,27.833333333333332
the crossing tavern,68.0,770.0,5.333333333333333,16.333333333333332
the curragh irish pub,77.0,654.0,4.5,1.0
the daily bar grill,6.0,667.0,7.166666666666667,6.833333333333333
the dark horse tap and grill,57.0,731.0,4.833333333333333,13.166666666666666
the david alfred smart museu,8.0,154.0,3.8,3.4
the dearborn,38.0,92.0,6.333333333333333,32.0
the delta,25.0,482.0,4.0,19.0
the dining room at kendall nfp,37.0,108.0,3.7142857142857144,29.285714285714285
the dock at montrose beach,31.0,636.0,9.0,12.0
the dog bollox,57.0,742.0,3.0,19.0
the dog house grill,37.0,290.0,4.5,30.166666666666668
the dog joint,68.0,207.0,5.0,14.333333333333334
the dog stop,17.0,459.0,2.0,1.0
the drinking bird,68.0,210.0,3.6,12.0
the drum monkey,29.0,758.0,5.428571428571429,22.285714285714285
the drunken bean,38.0,580.0,6.0,31.0
the duck inn,58.0,723.0,5.666666666666667,4.333333333333333
the dugout,57.0,727.0,9.0,18.5
the duke of perth,57.0,684.0,6.2,14.2
the dynasty oriental food corporation,35.0,3.0,5.0,2.25
the eastman egg company,32.714285714285715,361.42857142857144,2.2857142857142856,22.571428571428573
the edge,68.0,794.0,5.0,8.0
the edgewater,76.0,538.0,3.5,7.0
the elephant thai cuisine,12.0,782.0,3.2,2.4
the everest room,38.0,92.0,2.1666666666666665,28.833333333333332
the factory a gentlemen club,51.0,9.0,3.0,4.333333333333333
the fairmont chicago,38.0,580.0,5.571428571428571,28.571428571428573
the fairmont chicago/millenium room,38.0,580.0,5.833333333333333,25.0
the famous taco burrito king,30.0,484.46666666666664,4.466666666666667,7.2
the fast burrito,16.0,23.0,2.5,10.5
the fat shallot,38.0,92.0,2.5,30.5
the field bistro,34.0,374.0,4.0,6.2
the fifty 50,25.0,476.0,5.0,13.75
the fireplace inn,37.0,290.0,5.666666666666667,23.666666666666668
the fishguy market,14.0,257.0,4.0,8.142857142857142
the flaming pot inc.,35.0,3.0,4.0,2.0
the florentine,38.0,92.0,4.222222222222222,23.77777777777778
the flower flat,57.0,726.0,3.0,14.333333333333334
the food boutique,1.0,377.0,3.6666666666666665,9.0
the four seasons hotel chicago,37.0,104.0,8.142857142857142,26.0
the franklin tap,38.0,92.0,2.3333333333333335,24.833333333333332
"the french lunchbox, inc.",29.0,784.0,10.0,21.666666666666668
the frontier,25.0,484.0,6.0,20.5
the gage,38.0,367.0,5.75,27.75
the gallery,38.0,580.0,1.375,21.75
the gallery cafe,25.0,437.0,6.166666666666667,20.166666666666668
the game,4.0,162.0,5.0,11.0
the garage,29.0,63.0,7.333333333333333,24.333333333333332
the garage bar and sandwiches,36.0,656.0,4.2,2.2
the general,23.0,548.0,3.0,20.0
the globe pub,46.0,622.0,4.5,3.625
the glunz tavern,37.0,290.0,5.0,27.5
"the goddess and baker navy pier, llc",37.0,534.0,9.0,38.0
the goddess and grocer,37.75,469.5,6.75,18.0
the goddess gold coast,37.0,105.0,4.5,25.5
the goddess lincoln park,23.0,209.0,15.0,14.0
the godfrey hotel chicago,37.0,670.0,4.8,25.0
the golden village,24.0,454.0,11.0,24.0
the good life soul food restaurant,74.0,663.0,16.0,4.0
the grafton pub grill,6.0,667.0,5.0,8.0
the grand sandwich,25.0,546.0,10.5,23.5
the gray,38.0,92.0,0.75,21.5
the graystone tavern,57.0,731.0,9.333333333333334,20.333333333333332
the great american bagel,75.0,130.0,5.6,5.8
"the great american bagel enterprises, inc.",29.0,63.0,6.166666666666667,27.0
the great chicago food beverag,20.0,30.0,10.6,9.6
the great state fare,38.0,92.0,2.5,19.166666666666668
the great steak potato co.,29.0,784.0,2.75,22.875
the great steak potato company,70.0,574.0,2.6666666666666665,20.666666666666668
the great steak potatoe co.,38.0,580.0,2.0,24.5
the green door,37.0,652.0,8.166666666666666,25.666666666666668
the green house stakes,32.0,227.0,4.5,15.5
the green olive,52.0,787.0,9.0,1.0
the grill on 47th street inc.,54.0,697.0,3.0,1.0
the grill on the alley,37.0,233.0,6.571428571428571,27.0
the grillroom,38.0,92.0,6.714285714285714,28.285714285714285
the grind cafe inc,6.0,665.0,2.8,7.0
the grind coffee lounge,17.0,392.0,4.75,4.0
the gringo,25.0,521.0,11.0,19.0
the growling rabbit,76.0,536.0,5.0,4.0
the growling rabbit a cafe,10.0,267.0,4.0,8.0
the gundis kurdish kitchen,57.0,684.0,3.0,14.5
the gwen,37.0,626.0,7.0,29.5
the halal guys,37.333333333333336,400.0,5.0,36.666666666666664
the hallmark,57.0,103.0,3.3333333333333335,14.0
the hampton social,37.0,652.0,11.5,30.5
the happy crab,29.0,91.0,3.0,23.25
the harding tavern,23.0,72.0,6.0,14.0
the hat,25.0,437.0,3.5,21.5
"the hearty boys caterers, inc.",57.0,690.0,5.0,15.666666666666666
the hidden cove,6.0,29.0,6.0,7.0
the hidden shamrock,68.0,794.0,6.0,10.714285714285714
the hoagie place inc,70.0,529.0,4.0,27.5
the hollander,25.0,298.0,2.25,17.5
the hot dog guy,29.0,784.0,2.0,22.0
the house cafe,57.0,710.0,5.5,16.5
the house of bing,39.0,142.0,5.2,26.8
the hubbard house restaurant,37.0,670.0,9.5,20.5
the hut,55.0,638.0,4.428571428571429,6.0
"the hut fish chicken, inc.",45.0,569.0,7.0,26.0
the indian garden,20.0,41.0,5.0,12.0
the indian garden restaurant,37.0,159.0,6.166666666666667,26.0
the irish nobleman,25.0,521.0,6.0,24.0
the irish oak,57.0,211.0,5.25,21.0
the ivy room,37.0,626.0,5.25,25.75
the jerk shop,26.0,671.0,3.3333333333333335,45.666666666666664
the jibarito stop,33.0,343.0,3.6666666666666665,8.333333333333334
"the johns den, inc.",71.0,553.0,3.0,2.3333333333333335
the joynt,37.0,670.0,3.0,19.0
the juicy wine co.,25.0,522.0,4.0,19.0
"the karczma cafe, inc.",75.0,130.0,8.0,5.0
the kennison,68.0,271.0,9.0,11.5
the kerryman,37.0,670.0,4.125,26.875
the kids' table,25.0,516.0,2.8333333333333335,21.333333333333332
the kitchen chicago,37.0,670.0,4.75,32.75
the lagunitas brewing company,30.0,762.0,1.0,25.0
"the ledge bar grill, llc",25.0,482.0,2.0,17.0
the liquor box,37.0,652.0,5.0,45.0
the little beet table,37.0,104.0,3.5,30.5
the little corner snack shop,76.0,213.0,5.125,5.0
the little india,76.0,145.0,7.333333333333333,7.0
the living room cafe,9.0,347.0,3.3333333333333335,13.0
the local,37.0,233.0,8.0,27.25
the local option tavern,68.0,797.0,5.0,13.5
the local pizzeria,13.0,167.0,6.333333333333333,2.3333333333333335
the loews chicago,38.0,159.0,4.875,30.75
the logan theatre,23.0,72.0,4.666666666666667,20.333333333333332
the lorali,31.0,241.0,4.5,11.75
"the lunatic,the lover the poet",29.0,784.0,9.0,22.0
the lunch room,38.0,92.0,0.0,34.0
the madison bar kitchen,29.0,91.0,16.0,25.0
the manor,54.0,591.0,2.5,2.75
the market,53.0,86.0,2.0,5.5
the market by foxtrot,38.75,233.25,5.25,19.0
the marq,38.0,92.0,2.4,24.4
the mayfield  inc,53.0,587.0,5.833333333333333,4.0
the meatloaf bakery,68.0,185.0,2.3333333333333335,11.666666666666666
the mecca restaurant,77.0,654.0,7.8,1.0
the medici,8.0,503.0,6.0,3.5555555555555554
"the mediterranean restaurant,inc.",37.0,148.0,3.0,29.5
the melting pot,37.0,669.0,7.0,23.0
the mexican,68.0,273.0,18.0,9.0
the mid-america club,38.0,580.0,5.0,24.166666666666668
the midway club,37.0,159.0,2.25,29.5
the modelo club house inc,14.0,750.0,7.0,8.25
the monkeys paw,68.0,770.0,3.8333333333333335,11.0
the moody bible institute of chicago,37.0,310.0,1.8181818181818181,24.318181818181817
the moonlighter,23.0,321.0,5.0,18.0
the motel bar,37.0,108.0,5.6,24.8
the mozart,23.0,322.0,4.5,8.0
the mukase restaurant africa foods,31.0,611.0,19.0,9.0
the museum of contemporary art,37.0,233.0,4.25,36.0
the nest bar eatery,17.0,444.0,4.0,2.0
the new dating game,44.0,491.0,8.0,7.0
the new look,42.0,478.0,4.25,12.0
the new micduck drive in inc,22.0,216.0,2.3333333333333335,3.6666666666666665
the new pindos restaurant,54.0,698.0,4.666666666666667,3.1666666666666665
the new polk western,29.0,757.0,2.0,17.0
the new ranch steak house,45.0,253.0,8.8,18.6
"the new three happiness, inc",35.0,3.0,7.0,4.0
the new valois rest inc,8.0,500.0,13.4,4.2
the nile restaurant,8.0,441.0,5.0,6.5
the nonesuch,8.0,154.0,1.5,5.0
the noodle vietnamese cuisine,35.0,3.0,4.2,3.6
the northman,46.0,623.0,5.5,5.5
the norwood restaurant,36.0,657.0,7.0,3.5
the ogden,29.0,90.0,2.3333333333333335,23.0
the origina gino east chicago,37.0,670.0,7.0,33.142857142857146
the original gino east,66.6,119.8,7.4,3.8
the original gino east of chicago,57.0,679.0,2.6666666666666665,14.0
the original mama mias,75.0,130.0,5.0,4.5
the original mamamias pizzeria,75.0,130.0,2.0,7.0
the original maxwell st.,26.0,69.0,4.0,60.0
the original maxwell street,27.0,702.0,5.0,17.0
the original maxwell street station,62.0,338.0,2.0,4.0
the original meatball vault,29.0,784.0,2.0,18.0
the original mk fast food,65.0,281.0,4.0,20.0
the original nicks gyros,36.0,699.0,4.5,4.5
the original pancake house,22.454545454545453,261.8181818181818,6.818181818181818,17.181818181818183
"the original roma beef pizza, inc",36.0,656.0,4.0,10.0
"the original roma, inc.",36.0,656.0,7.0,4.0
the original sally pancake h,36.0,735.0,11.666666666666666,2.0
the original soul vegetarian,67.0,475.0,7.0,17.8
the panini republic,57.0,102.0,5.0,18.0
the park grill,38.0,580.0,14.333333333333334,28.666666666666668
the parrot cage,39.0,142.0,4.8,31.2
the parthenon restaurant inc,29.0,91.0,5.666666666666667,23.333333333333332
the pasta bowl,25.0,438.0,5.4,17.0
the pasta bowl company,68.0,185.0,9.666666666666666,13.333333333333334
the peasantry,68.0,18.0,4.75,10.75
the pepper canister,37.0,670.0,4.333333333333333,24.5
the perfect cup inc,6.0,665.0,4.333333333333333,7.333333333333333
the phoenix,19.0,58.0,1.0,22.0
the picnic basket,16.0,269.0,3.0,11.0
the piggery,57.0,689.0,5.125,13.75
the pita pit,68.0,769.0,9.0,8.0
the pizza corner,76.0,536.0,7.0,11.0
the play room,17.0,457.0,6.0,6.0
the plaza cafe,75.0,64.0,6.6,4.4
the point,25.0,109.0,9.5,24.0
the polenta bar,29.0,63.0,4.0,22.0
the pony inn,57.0,742.0,5.0,15.833333333333334
the popcorn asylum,57.0,679.0,0.3333333333333333,15.0
the portage,15.0,311.0,5.0,10.833333333333334
the previous administration,22.0,465.0,3.0,13.0
the priory bar and kitchen,6.0,28.0,3.5,5.0
the promontory,8.0,501.0,13.0,3.0
the publican,29.0,63.0,2.75,24.5
the pumping co inc,76.0,46.0,5.6,7.2
the purple pig,37.0,626.0,8.666666666666666,26.333333333333332
the quadrangle club,8.0,154.0,5.333333333333333,4.666666666666667
the quarry event center,39.0,245.0,4.75,27.75
the queen mary,25.0,476.0,2.0,17.0
the racquet club of chicago,37.0,17.0,4.444444444444445,28.11111111111111
the radler,23.0,322.0,4.333333333333333,16.666666666666668
the rail bar grill,6.0,225.0,5.0,5.666666666666667
the red lion lincoln square,6.0,666.0,5.166666666666667,6.5
the region handcrafted hamburgers,46.0,647.0,7.0,5.0
the reveler,46.0,645.0,4.0,4.0
the rim seafood,20.0,15.0,11.0,7.0
the rink,40.0,141.0,5.5,20.5
the river walk at kendall,37.0,108.0,2.8333333333333335,29.166666666666668
the robey,25.0,298.0,4.0,25.0
the rookery,25.0,547.0,4.8,20.6
the roost,47.4,539.5,5.9,15.1
the roost carolina kitchen,38.0,92.0,7.0,83.0
the rusty armadillo grill cantina,36.0,656.0,2.5,6.5
the saloon ltd,37.0,233.0,1.0,28.0
the salvation army,24.0,150.0,1.0,25.0
the sandwich break,64.0,182.0,2.5,20.75
the sandwich coffee shop,63.0,238.0,0.0,3.0
the satellite cafe,31.0,20.0,0.0,10.0
the savoy,25.0,481.0,7.5,25.5
the scoop neveria,24.0,286.0,9.25,23.0
the scout,34.0,374.0,7.25,5.0
the second city,68.0,271.0,5.5,13.166666666666666
the sedgwick stop,68.0,272.0,12.0,13.5
the shamrock club,37.0,652.0,4.6,21.8
the shrimp shack,53.0,589.0,5.0,4.666666666666667
the silver palm restaurant,25.0,522.0,5.0,22.5
the silversmith hotel suites,38.0,367.0,4.166666666666667,24.5
the sip gourmet coffee house,8.0,501.0,5.6,4.2
the sit down,8.0,499.0,4.8,5.0
the sky - line club,38.0,580.0,2.3333333333333335,27.666666666666668
the southern,25.0,438.0,3.3333333333333335,19.666666666666668
the spanish square,57.0,741.0,2.0,17.0
the spice room,23.0,322.0,7.0,11.0
the spirit of chicago,37.0,534.0,6.333333333333333,27.5
the spoke and bird,34.0,374.0,3.0,2.0
the squared circle,68.0,743.0,8.0,14.0
the standard club,38.0,92.0,6.857142857142857,27.428571428571427
the steak escape,63.0,318.0,3.25,6.0
the stopalong,23.0,373.0,5.0,15.0
the store front,25.0,482.0,1.0,19.333333333333332
the stretch bar and grill,57.0,211.0,6.2,17.2
the submarine pier,61.0,778.0,6.0,4.0
the submarine pier inc.,55.0,196.0,3.2,6.2
the talbott hotel,37.0,104.0,5.0,20.0
the tamale spaceship,25.0,481.0,2.0,18.333333333333332
the tankard,25.0,179.0,14.0,11.0
the tasting room,29.0,63.0,3.0,19.0
the tasty beef and more,66.0,511.0,8.0,25.0
the temple bar,57.0,712.0,7.0,13.4
the thai grill,76.0,45.0,7.142857142857143,6.428571428571429
the tin lizzie,68.0,101.0,2.5,8.5
the touch of europe,15.0,231.0,2.25,10.0
the twisted baker,47.333333333333336,449.6666666666667,4.666666666666667,17.666666666666668
the twisted vine,57.0,211.0,0.5,13.0
the two lions pub grill inc.,23.0,322.0,4.0,14.5
the university of  chicago  saieh hall,8.0,154.0,3.3333333333333335,3.3333333333333335
the university of chicago,8.857142857142858,428.85714285714283,2.142857142857143,10.714285714285714
the university of chicago court theatre,8.0,154.0,1.0,1.0
the university of chicago medical center,8.0,154.0,2.0,6.0
the vault cafe,38.0,92.0,4.333333333333333,32.0
the veggie grill,57.0,102.0,6.5,11.5
"the veggie grill, inc",38.0,92.0,8.5,26.0
the vig chicago,37.0,290.0,3.75,31.5
"the village tap, inc.",46.0,647.0,4.333333333333333,5.333333333333333
the violet hour,25.0,481.0,3.3333333333333335,24.0
the warbler chicago,6.0,667.0,4.0,9.0
the waterfront cafe,76.0,45.0,5.833333333333333,8.5
the waterhole lounge,29.0,96.0,5.666666666666667,21.0
the weiner circle,68.0,794.0,6.75,11.75
the westin michigan avenue,37.0,233.0,3.4705882352941178,27.529411764705884
the westminster hot dog,35.0,91.66666666666667,4.666666666666667,18.333333333333332
the willows hotel,57.0,102.0,4.4,14.4
the winchester,25.0,462.0,4.5,17.25
the windsor,23.25,221.75,5.25,17.75
the wit,38.0,580.0,2.7142857142857144,24.571428571428573
the woodlawn tap,8.0,441.0,6.333333333333333,7.666666666666667
the works north loop inc,38.0,92.0,9.0,17.333333333333332
the works off van buren,38.0,92.0,8.0,33.0
the worm hole,25.0,481.0,1.3333333333333333,23.0
theater wit nfp,57.0,679.0,0.0,16.0
"theatredreams chicago, llc",38.0,580.0,1.0,23.0
thee asian restaurant,25.0,482.0,5.166666666666667,20.5
theoharis coffee company,29.0,91.0,12.0,26.0
theory sports div lounge,37.0,669.0,3.8333333333333335,32.0
third rail tavern,29.0,91.0,4.333333333333333,27.333333333333332
thirty3,58.0,171.0,4.333333333333333,3.3333333333333335
thomas coffee shop,44.0,473.0,5.0,4.5
thompson hospitality services,45.0,567.0,6.0,24.0
thong thai restaurant,12.0,781.0,3.5,1.0
thorek memorial hospital,31.0,577.0,4.357142857142857,8.142857142857142
thorndale west cafe #1 inc.,76.0,213.0,3.857142857142857,4.857142857142857
three aces restaurant,29.0,759.0,6.0,26.5
three chefs resturant,70.0,529.0,3.5,21.0
three d,26.0,599.0,5.666666666666667,47.0
three dots and a dash,37.0,670.0,3.0,26.5
three happiness restaurant,35.0,3.0,6.0,2.6666666666666665
three harmony restaurant,31.0,611.0,8.428571428571429,10.714285714285714
"three sons restaurant, inc.",53.0,587.0,4.333333333333333,5.833333333333333
thrive 360 eatery,38.0,92.0,0.6666666666666666,44.0
"tiba restaurant, inc.",6.0,666.0,3.6666666666666665,7.333333333333333
tientsin restaurant,35.0,3.0,4.0,3.0
tierra caliente inc,55.0,196.0,5.0,9.2
tierra mar,53.0,587.0,10.0,5.0
tiffin,20.0,41.0,6.833333333333333,9.5
tik tok falafel,31.0,611.0,5.333333333333333,11.0
tikkawala,29.0,91.0,3.0,29.0
tilted kilt pub eatery,38.0,580.0,4.285714285714286,21.857142857142858
tim fried rice,26.0,671.0,2.0,34.0
timothy o'toole,37.0,159.0,3.7142857142857144,33.57142857142857
tina,53.0,588.0,5.333333333333333,4.333333333333333
tina italian ice,76.0,144.0,5.5,8.0
tiny,46.0,623.0,4.166666666666667,4.0
tiny hatt,38.0,92.0,4.0,28.0
tiny tapp,38.0,92.0,1.0,30.0
tiny tavern,37.0,534.0,2.5,33.5
tio luis tacos and cafe,55.0,638.0,3.0,4.0
tio luis tacos inc.,55.0,638.0,8.0,2.5
"tiparos thai restaurant , inc.",37.0,100.0,6.428571428571429,26.285714285714285
tipsy cakes and more,23.0,178.0,2.0,13.0
"tita sombrero restaurant, inc.",54.0,563.0,3.0,3.5
tixteco mexican restaurant,16.0,329.0,4.25,8.25
tiztal cafe inc.,31.0,611.0,4.555555555555555,10.0
tj jamaican jerk chicken african cuisine,26.0,565.0,4.0,50.0
tjam kitchen,10.0,340.0,10.0,11.0
tkvd/karlas kitchen,27.0,702.0,2.0,20.0
"tng enterprises, inc",59.0,84.0,5.0,14.0
tnt pizza beef,59.0,123.0,3.7142857142857144,12.714285714285714
toast,47.54545454545455,516.1818181818181,6.2727272727272725,10.090909090909092
toast it,38.0,92.0,3.5,16.5
tocco restaurant,25.0,481.0,5.8,23.8
tokyo 21,37.0,290.0,2.0,23.0
tokyo lunch box,37.0,652.0,2.0,20.0
tokyo lunch box and sake bar,29.0,786.0,2.6666666666666665,24.11111111111111
tokyo lunch boxes catering,38.0,207.03333333333333,3.8666666666666667,25.066666666666666
tokyo marina,31.0,610.0,5.5,14.5
toledo restaurant,13.0,747.0,2.0,1.0
"tolotzin mexican cuisine,llc",31.0,241.0,3.857142857142857,12.571428571428571
tom and jerry fast food,15.0,131.0,4.0,9.8
tom bistro 750,57.0,692.0,1.0,22.0
tom lee chop suey,6.0,666.0,4.8,6.8
tom restaurant,52.0,586.0,8.0,1.0
"tom yum rice noodle, inc.",57.0,682.0,5.75,18.5
tomato head,29.0,63.0,3.0,22.0
tommy gun garage,34.0,374.0,3.4,6.0
tommy on grand,19.0,77.0,2.5,11.5
tommy on higgins,36.0,699.0,7.8,2.4
tommy restaurant,45.0,236.0,2.8333333333333335,19.333333333333332
toms shoes,25.0,438.0,2.0,19.0
tong restaurant inc,35.0,3.0,0.0,3.0
tong tong bay,14.0,749.0,9.0,9.0
toni pattiserie,38.0,580.0,5.428571428571429,26.428571428571427
toni pizza and pasta,25.0,109.0,4.0,23.0
"tono tacos, inc",19.0,81.0,1.0,8.0
"tono tacos, inc.",19.0,81.0,4.333333333333333,15.0
tony  bruno cafe italiano,37.0,652.0,3.25,28.375
tony and millies italian ice bar,77.0,654.0,5.0,1.0
tony beef sub,27.0,659.0,8.5,13.5
"tony burrito mex, inc",46.0,649.0,6.166666666666667,3.8333333333333335
"tony carryout, inc.",4.0,448.0,4.571428571428571,8.285714285714286
tony italian beef,55.8,385.4,5.2,9.4
tony kitchen #2 inc.,62.0,337.0,5.0,3.0
tony kitchen inc,62.0,337.0,3.2,2.6
tony steak wing,72.0,195.0,10.5,9.5
tony steak wings,72.0,195.0,5.0,14.0
"tony,s chinese american restaurant",19.0,77.0,4.5,17.0
tonys chinese american restaurant,19.0,77.0,7.0,23.0
toon bar grill,57.0,725.0,5.142857142857143,14.285714285714286
top dog,12.0,713.0,8.0,1.5
top dog ii,16.0,326.0,5.0,6.5
top view restaurant,62.0,338.0,4.833333333333333,2.0
top-notch beefburger inc,71.0,627.0,2.8,2.8
topo gigio ristorante,37.0,290.0,8.2,22.2
topper pizza,25.0,298.0,2.0,21.0
toppers pizza,37.4,190.5,6.3,22.1
toro japanese restarant inc,68.0,794.0,10.0,15.0
toro sushi inc.,68.0,794.0,6.666666666666667,13.0
torrence bowl,48.0,527.0,4.0,5.666666666666667
torres restaurant group,37.0,626.0,3.0,27.0
torta tacos,37.0,148.0,8.0,15.0
tortas zurita llc,32.0,755.0,6.5,13.75
torteria las futboleras,33.0,4.0,5.0,9.0
torteria san lenchito inc.,14.0,750.0,5.333333333333333,6.0
tortilla soup,17.0,444.0,5.6,3.6
tortillas y restorante los gamas,23.0,387.0,5.5,16.0
tortoise club,37.0,669.0,3.4285714285714284,27.714285714285715
tortorice pizza,46.0,613.0,3.0,3.5
tortorices,25.0,520.0,4.571428571428571,21.0
tortorices pizza,68.0,769.0,3.5,11.5
tortuga cantina,14.0,750.0,7.0,7.2
toscana,6.0,29.0,5.75,7.25
towbar,10.0,357.0,3.6666666666666665,8.0
tower cafe,1.0,25.0,1.0,7.666666666666667
tower market and grill,38.0,92.0,10.0,20.0
town hall pub,57.0,731.0,2.0,21.0
town house restaurant wine bar,38.0,92.0,6.625,25.875
town kitchen,35.0,3.0,4.5,2.0
township,23.0,322.0,7.2,14.8
toys beef& rice chinda ltd,26.0,68.0,3.111111111111111,51.22222222222222
tozi restaurant,25.0,482.0,8.428571428571429,21.857142857142858
trader todd restaurant bar,57.0,710.0,4.0,16.4
tradition,38.0,92.0,3.6666666666666665,24.333333333333332
traspasada #2,25.0,484.0,4.666666666666667,18.833333333333332
traspasada restaurant,22.0,466.0,6.666666666666667,5.5
trattoria #10,38.0,92.0,3.4,29.4
trattoria gianni,68.0,273.0,4.428571428571429,11.714285714285714
trattoria isabella,29.0,784.0,4.5,17.5
trattoria pizzeria roma,37.0,290.0,3.0,23.5
trattoria trullo,6.0,665.0,10.0,5.0
trattoria ultimo,25.0,519.0,2.4,23.6
travelle,37.0,626.0,2.0,30.6
tre kronor restaurant,13.0,167.0,9.285714285714286,2.5714285714285716
tre soldi,37.0,159.0,2.5,20.25
treat america food services,38.0,92.0,7.0,19.0
treat yourself llc,30.0,35.0,5.0,34.0
trellis wine bar,68.0,796.0,4.0,15.0
trenchermen,25.0,481.0,3.2,17.8
tri-star catering,29.0,784.0,6.0,21.666666666666668
triano pizza,53.0,588.0,3.0,6.4
tricycle supper club,25.0,179.0,9.0,11.0
trike thai noodle + sushi,23.0,549.0,4.5,12.25
trinity bar,68.0,794.0,10.666666666666666,7.666666666666667
trinity pub chicago,36.0,657.0,3.0,2.5
trino pizzeria,33.0,228.0,3.3333333333333335,8.0
trios pizza,36.0,699.0,1.6666666666666667,3.0
triple crown restaurant,35.0,3.0,9.833333333333334,3.8333333333333335
triple jays caribbean,67.0,494.0,3.0,18.0
tripoli tavern,68.0,168.0,7.0,9.4
troha chicken shrimp,32.0,194.0,4.571428571428571,12.285714285714286
trophy room,37.0,670.0,7.25,27.25
tropi cuba,23.0,371.0,6.0,14.666666666666666
tropic island jerk chicken,40.0,11.0,10.6,16.8
tropical fish market,24.0,285.0,5.0,25.0
tropical taste,24.0,390.0,5.4,21.2
troquet,6.0,225.0,8.0,4.0
